legacyId,parentId,qubitParentSlug,levelOfDescription,digitalObjectPath,digitalObjectURI,title,description
etd2006,,,Collection,logos/logo_etd2006.jpg,,ETD 2006,"ETD 2006, Universite Laval, Quebec City, Canada"
etd2011,,,Collection,logos/logo_etd2011.jpg,,ETD 2011,"ETD 2011, Cape Town, South Africa"
NHA2022,
TPRO2022,
q2022,
tst2022,
tst22022,
tst32022,
tst42020,
